Timestamp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
20210524021931,962,1284,53,106,1553,1660,431,269.5,1985,0
20210524022030,375,1442,589,695,1764,1871,1000,0,0,54
20210524022130,961,1655,53,160,1978,1998,431,269.5,216,161.5
20210524022230,428,1871,589,696,-1,105,1000,0,430,242
20210524022330,960,2000,53,160,214,321,431,269,592,349.5
20210524022430,428,107,642,695,376,483,1000,0,807,457.5
20210524022530,962,268,52,159,591,698,431,269,969,538.5
20210524022630,428,483,589,696,752,859,1000,0,1184,619
20210524022730,961,641,53,160,964,1016,431,269.5,1341,724.5
20210524022830,428,856,589,696,1125,1232,1000,0,1557,805.5
20210524022930,960,1015,52,159,1337,1444,430,269,1716,912
20210524023030,427,1230,642,695,1498,1605,1000,0,1931,992.5
20210524023130,961,1390,52,159,1712,1819,431,269.5,0,27
20210524023230,428,1603,643,696,1871,1978,1000,0,162,135
20210524023330,960,1763,53,160,-1,51,431,269,322,215
20210524023430,427,1977,642,695,106,213,1000,0,538,323
20210524023530,962,0,53,160,323,376,432,270,701,404.5
20210524023630,427,215,588,695,484,590,1000,0,915,484.5
20210524023730,961,376,53,160,698,751,431,269,1076,591.5
20210524023830,428,590,589,696,859,965,1000,0,1290,672
20210524023930,962,749,52,159,1072,1125,431,269.5,1451,779.5
20210524024031,481,1016,695,802,1338,1444,0,27,1716,911.5
20210524024130,1000,1122,53,160,1445,1498,431,269.5,1823,965
20210524024230,481,1336,588,694,1604,1711,1000,0,2000,0
20210524024330,1000,1496,53,160,1819,1872,432,269.5,53,80.5
20210524024430,481,1710,588,694,1978,-2,1000,0,269,161.5
20210524024531,0,1977,161,268,161,214,539,323.5,539,323.5
20210524024630,481,0,695,802,323,429,0,27,701,404.5
20210524024731,0,215,160,268,483,589,538,322.5,914,511
20210524024830,481,321,588,695,590,697,1000,0,1022,538.5
20210524024931,0,589,160,267,912,965,538,323,1289,698.5
20210524025030,481,696,642,695,965,1071,1000,0,1397,752.5
20210524025130,0,962,161,268,1285,1392,540,324,1662,885
20210524025231,534,1175,749,801,1443,1549,0,54,1874,991
20210524025330,0,1282,53,160,1550,1657,484,296,1982,1000
20210524025430,535,1552,749,856,1874,1928,0,54,107,107.5
20210524025530,0,1763,162,268,1999,-2,593,350.5,323,188.5
20210524025630,534,1924,748,855,107,214,0,54,486,297
20210524025730,0,0,160,267,268,374,592,350,646,377
20210524025830,535,162,749,856,484,536,0,54,862,485
20210524025930,0,322,161,267,644,750,592,350,1022,565
20210524030030,534,535,748,855,857,910,0,54,1236,672
20210524030130,0,748,214,268,1017,1124,592,350,1449,778.5
20210524030230,533,909,748,855,1231,1338,0,53.5,1609,858.5
20210524030330,0,1123,215,322,1392,1499,593,350.5,1824,966
20210524030430,535,1284,749,855,1605,1711,53,54,1983,0
20210524030530,0,1496,215,322,1764,1871,593,350.5,54,80.5
20210524030630,588,1657,748,855,1979,-2,54,81,216,161.5
20210524030730,0,1870,215,322,52,105,593,350.5,431,269
20210524030830,588,0,748,855,215,322,54,80.5,647,350.5
20210524030930,0,108,215,322,431,484,593,350.5,808,457.5
20210524031030,588,268,749,856,591,697,54,81,969,538.5
20210524031130,0,482,215,322,804,911,592,350,1182,644.5
20210524031230,588,696,803,856,964,1071,54,81,1397,725.5
20210524031330,0,855,214,321,1178,1285,593,350.5,1557,832.5
20210524031430,641,1069,748,855,1338,1445,54,81,1770,912
20210524031530,54,1228,214,321,1551,1604,592,350,1929,1000
20210524031631,641,1496,855,962,1818,1925,162,108,54,81
20210524031730,54,1603,215,322,1926,1979,593,350.5,161,134.5
20210524031831,641,1871,855,961,52,159,161,108,431,269.5
20210524031930,54,1975,215,322,107,214,594,350.5,539,323
20210524032031,642,108,857,963,430,537,108,108,808,457.5
20210524032130,54,214,215,268,483,590,594,350.5,914,511
20210524032231,641,481,856,963,804,911,108,108,1183,645
20210524032330,53,589,214,268,857,964,593,350,1289,698.5
20210524032431,641,856,855,961,1177,1230,107,107.5,1555,831
20210524032530,53,962,214,266,1230,1337,591,349,1661,884.5
20210524032630,641,1229,854,961,1551,1657,107,107.5,1929,1000
20210524032731,107,1443,322,428,1711,1818,700,403.5,0,54
20210524032830,641,1602,855,961,1924,1998,162,108,162,134.5
20210524032930,107,1818,322,428,-1,52,700,403.5,377,242
20210524033030,693,2000,854,961,161,267,161,134.5,592,323.5
20210524033130,108,54,322,428,376,430,700,404,755,431.5
20210524033230,695,214,856,962,536,643,161,134.5,915,511.5
20210524033330,107,429,322,428,750,803,699,403.5,1128,618
20210524033430,694,588,854,961,910,1017,162,135,1288,698
20210524033530,107,803,321,428,1124,1178,699,403,1502,804.5
20210524033630,694,1015,855,961,1284,1391,162,135,1717,885.5
20210524033730,107,1176,322,429,1499,1552,701,404.5,1877,992.5
20210524033830,693,1389,907,998,1657,1764,161,134,0,26.5
20210524033930,161,1550,322,429,1873,1980,754,431.5,108,107.5
20210524034030,695,1764,909,998,1999,-2,161,134.5,324,215.5
20210524034130,107,1925,322,428,107,214,754,404,485,296.5
20210524034230,694,0,909,998,323,376,162,135,702,405
20210524034330,161,215,321,428,484,590,753,430.5,915,485
20210524034430,693,375,907,998,697,750,161,134.5,1074,591
20210524034530,107,536,321,428,857,964,752,430,1234,671
20210524034630,694,748,909,998,1017,1124,162,135,1449,778.5
20210524034731,213,1016,427,534,1337,1443,858,456,1715,911.5
20210524034830,747,1121,908,998,1443,1550,162,134.5,1821,964.5
20210524034930,214,1337,320,427,1605,1711,752,430,2000,0
20210524035031,801,1604,999,-2,1926,1998,270,189,161,134.5
20210524035130,214,1708,375,428,1977,-2,754,431,269,188.5
20210524035231,801,1978,999,-2,161,214,270,188.5,539,323.5
20210524035330,214,0,321,427,214,321,753,430.5,646,350
20210524035431,802,214,999,-2,535,588,269,188.5,913,510.5
20210524035530,214,322,375,428,591,698,753,430.5,1022,565.5
20210524035631,802,589,999,-2,911,964,270,189,1289,698.5
20210524035730,214,696,375,428,964,1071,753,430.5,1397,752.5
20210524035831,802,963,999,-2,1285,1338,269,188.5,1664,886
20210524035930,268,1177,429,535,1445,1552,861,484.5,1878,966
20210524040030,800,1335,999,-2,1658,1765,324,189,2000,0
20210524040131,268,1550,483,535,1818,1925,861,484.5,108,107.5
20210524040230,802,1710,999,-2,1999,-2,324,189,270,188.5
20210524040330,268,1925,483,590,53,160,861,484,484,296
20210524040430,854,0,999,-2,268,374,323,215.5,646,377
20210524040530,267,162,482,588,484,591,860,484,862,485
20210524040630,855,375,-1,52,643,750,324,216,1076,592
20210524040730,267,535,482,589,857,964,914,484,1236,671.5
20210524040830,855,750,999,-2,1019,1125,323,215.5,1451,752.5
20210524040930,268,910,482,588,1233,1286,860,484,1610,859
20210524041030,854,1121,-1,-2,1389,1496,323,215,1821,964
20210524041130,321,1283,482,588,1606,1712,914,500,1984,0
20210524041230,853,1496,-1,52,1819,1872,324,215.5,54,80.5
20210524041330,320,1710,535,587,1978,-2,912,500,269,188.5
20210524041430,854,1871,-1,52,53,160,324,216,432,270
20210524041530,320,0,535,587,214,321,912,500,646,377
20210524041630,855,108,-1,52,430,537,324,216,809,458
20210524041730,320,321,535,642,590,697,914,500,1022,564.5
20210524041830,908,535,-1,51,804,911,377,242,1236,645
20210524041930,321,695,535,642,1017,1123,966,500,1395,751.5
20210524042030,909,910,-1,52,1179,1286,378,243,1611,859.5
20210524042130,374,1070,534,641,1392,1499,913,500,1771,939
20210524042230,962,1282,-1,52,1550,1657,376,242,1981,0
20210524042331,428,1550,641,748,1872,1978,0,0,108,108
20210524042430,961,1655,-1,106,1978,1998,378,242.5,215,161.5
20210524042530,428,1871,534,641,-1,105,966,0,431,242.5
20210524042630,962,2000,-1,105,214,267,376,242,591,349.5
20210524042731,427,161,642,748,483,589,0,0,861,484.5
20210524042831,1000,374,107,214,643,750,486,297,1076,591.5
20210524042930,428,536,642,749,858,965,0,0,1237,672.5
20210524043031,1000,750,106,213,1018,1125,485,296.5,1450,778.5
20210524043130,427,854,534,640,1122,1229,965,0,1553,803.5
20210524043231,1000,1123,107,213,1445,1498,485,296,1823,965.5
20210524043330,428,1229,535,642,1497,1604,967,0,1930,992
20210524043430,1000,1497,106,213,1819,1872,485,296.5,54,81
20210524043530,481,1656,641,747,1977,-2,0,27,216,162
20210524043630,1000,1869,107,214,-1,106,486,297,431,269
20210524043730,480,2000,641,747,214,321,0,27,593,350.5
20210524043830,1000,108,107,214,376,483,485,296,807,457.5
20210524043930,481,268,642,748,590,697,0,26.5,969,538
20210524044030,1000,481,107,214,803,910,485,296.5,1182,644.5
20210524044130,481,695,696,748,963,1070,0,27,1395,751.5
20210524044230,1000,856,107,214,1179,1286,540,297,1557,832
20210524044330,480,1068,694,801,1336,1443,0,27,1769,938
20210524044430,0,1229,107,213,1551,1657,538,323,1928,1000
20210524044530,480,1441,694,801,1764,1817,0,27,0,54
20210524044630,0,1656,106,213,1925,1998,538,322.5,215,134.5
20210524044730,480,1816,695,801,-1,106,0,27,377,242.5
20210524044830,0,2000,160,213,161,268,539,323.5,593,350.5
20210524044930,481,53,696,802,375,481,0,27,753,430
20210524045030,0,267,160,267,536,643,539,323.5,968,538
20210524045130,535,429,695,802,751,858,0,54,1129,618.5
20210524045230,0,643,160,267,911,1018,538,323,1343,725.5
20210524045330,534,802,695,802,1124,1231,0,54,1503,805.5
20210524045430,0,1015,161,268,1338,1391,540,323.5,1716,911.5
20210524045530,587,1229,695,801,1497,1604,0,54,1930,992
20210524045630,0,1389,160,267,1710,1817,538,323,0,27
20210524045730,588,1602,748,801,1870,1976,0,53.5,161,134.5
20210524045831,54,1870,269,376,53,160,702,378,432,270
20210524045930,588,1977,749,856,107,213,0,54,539,323
20210524050031,54,107,268,375,429,536,647,377.5,808,457.5
20210524050130,588,214,749,855,483,589,0,54,915,511
20210524050230,54,482,269,375,803,910,700,377,1181,644.5
20210524050331,640,695,854,907,963,1070,108,108,1396,751.5
20210524050430,54,856,268,374,1177,1284,645,376.5,1556,832
20210524050531,640,1069,855,908,1338,1445,108,108,1771,939.5
20210524050630,53,1229,267,374,1551,1658,647,377,1930,1000
20210524050731,640,1441,854,907,1710,1817,108,108,0,54
20210524050830,54,1605,269,375,1927,1998,648,377.5,161,134
20210524050930,641,1764,801,908,-1,52,108,108,324,216
20210524051030,54,1977,268,375,161,268,647,377.5,540,324
20210524051130,642,54,857,910,323,430,107,107.5,755,431.5
20210524051230,108,215,269,376,537,644,700,404,915,511.5
20210524051330,641,429,856,962,751,804,108,108,1129,618
20210524051430,107,588,268,375,911,1017,700,404,1289,698
20210524051530,640,801,854,961,1070,1176,108,108,1501,804.5
20210524051630,54,963,269,376,1285,1392,702,378,1664,886
20210524051730,641,1176,855,962,1445,1552,108,107.5,1877,992
20210524051830,107,1336,268,374,1658,1765,699,403.5,2000,0
20210524051930,641,1548,855,962,1870,1923,107,107.5,108,108
20210524052030,108,1764,268,375,1999,-2,699,403.5,322,188
20210524052130,641,1923,856,963,106,213,107,107.5,485,296
20210524052230,106,0,268,374,269,376,700,404,702,377.5
20210524052330,641,162,856,963,485,538,108,108,864,485.5
20210524052430,106,375,321,374,644,751,700,404,1076,592.5
20210524052530,641,535,855,962,856,963,161,107.5,1234,671
20210524052630,107,750,323,376,1018,1125,700,404,1450,778.5
20210524052730,694,909,855,961,1231,1338,162,108,1610,858.5
20210524052830,160,1122,321,427,1390,1497,698,403,1822,964.5
20210524052931,749,1389,963,-2,1711,1817,268,161,0,26.5
20210524053030,161,1497,321,428,1766,1872,699,403.5,54,81
20210524053131,747,1763,961,-2,-1,52,269,188.5,322,215
20210524053230,161,1869,321,428,52,105,699,403.5,430,269
20210524053330,748,0,855,962,215,321,161,134.5,647,350.5
20210524053431,213,214,427,533,536,589,805,456.5,914,511
20210524053530,748,322,855,961,590,697,161,134.5,1022,538
20210524053631,214,589,428,535,912,965,807,457,1290,699
20210524053730,748,695,909,962,964,1071,161,134.5,1396,752
20210524053830,214,963,429,535,1285,1392,807,457,1663,885.5
20210524053931,802,1177,999,-2,1446,1553,269,188.5,1877,992.5
20210524054030,213,1336,427,534,1657,1764,859,456.5,2000,0
20210524054131,802,1549,999,-2,1818,1925,269,188,107,107
20210524054230,214,1711,428,535,1999,-2,806,457,270,188.5
20210524054330,802,1923,999,-2,53,159,269,188.5,485,296
20210524054430,213,0,427,534,267,374,859,456.5,646,377
20210524054530,803,162,999,-2,431,537,269,188.5,862,485
20210524054630,267,321,428,535,644,751,861,484.5,1023,565
20210524054730,801,535,999,-2,857,911,270,189,1236,672
20210524054830,268,748,428,535,1017,1123,860,484,1449,751.5
20210524054930,801,909,999,-2,1232,1285,270,189,1610,859
20210524055030,268,1122,428,535,1391,1497,860,483.5,1822,938
20210524055130,801,1283,999,-2,1606,1712,323,188.5,1983,0
20210524055230,268,1496,482,535,1765,1872,861,484.5,54,81
20210524055330,801,1657,999,-2,1980,-2,323,188.5,216,161.5
20210524055430,267,1869,481,588,-1,106,859,483.5,431,269.5
20210524055530,856,2000,999,-2,214,321,323,215.5,593,350.5
20210524055630,267,107,481,588,430,482,859,483.5,807,457.5
20210524055730,855,268,999,-2,590,697,323,215.5,969,538.5
20210524055830,267,482,482,588,804,857,860,483.5,1182,645
20210524055930,853,695,999,-2,964,1071,324,215.5,1396,725.5
20210524060030,267,857,482,589,1179,1233,860,484,1558,833
20210524060130,907,1068,999,-2,1336,1443,323,215,1768,911
20210524060230,321,1230,482,589,1499,1606,860,484,1931,1000
20210524060331,907,1496,-1,106,1818,1924,430,242.5,53,80
20210524060430,321,1604,482,589,1927,1980,860,484,161,134.5
20210524060530,907,1816,999,-2,-1,51,323,215,376,215
20210524060631,375,0,590,696,268,321,967,0,646,377
20210524060730,907,54,-1,-2,323,430,324,216,755,431.5
20210524060831,374,321,588,695,644,697,966,0,1022,564.5
20210524060930,908,428,-1,-2,696,803,323,215.5,1128,618
20210524061031,375,696,588,695,1017,1070,966,0,1396,752
20210524061130,908,802,999,-2,1070,1177,324,215.5,1502,778
20210524061231,375,1069,589,695,1391,1445,967,0,1769,938.5
20210524061330,962,1284,-1,105,1553,1660,430,269,1985,1000
20210524061430,374,1443,589,696,1766,1819,968,0,0,54
20210524061530,960,1602,-1,106,1924,1998,432,270,162,135
20210524061630,373,1815,588,695,-1,52,967,0,378,242.5
20210524061730,907,1976,-1,106,161,268,432,243,539,323.5
20210524061830,374,54,589,695,322,429,967,0,755,431
20210524061930,908,214,-1,106,537,643,432,243,915,511
20210524062030,374,428,588,695,696,803,967,0,1129,618.5
20210524062130,962,642,-1,106,911,1017,431,269,1289,698
20210524062230,374,802,588,694,1123,1176,965,0,1501,804.5
20210524062330,962,1016,-1,105,1285,1392,431,269.5,1664,886
20210524062430,374,1176,588,695,1499,1552,967,0,1877,992.5
20210524062530,962,1391,-1,106,1660,1767,431,269,2000,0
20210524062630,373,1548,588,695,1870,1977,966,0,108,107.5
20210524062730,960,1763,-1,105,1999,-2,431,269.5,323,188.5
20210524062830,374,1923,588,694,107,214,966,0,485,296.5
20210524062930,961,0,53,160,269,376,432,269.5,700,404
20210524063030,374,161,588,695,483,590,1000,0,861,484.5
20210524063130,962,374,52,159,697,750,431,269.5,1076,592
20210524063230,427,589,642,695,857,964,1000,0,1289,698.5
20210524063330,961,748,52,159,1071,1178,431,269.5,1450,778.5
20210524063430,480,961,641,694,1230,1337,1000,0,1662,885
20210524063530,1000,1122,52,159,1444,1550,484,269,1822,965
20210524063630,482,1335,642,749,1604,1711,1000,0,2000,0
20210524063731,0,1604,161,268,1926,1998,539,323,161,134
20210524063830,480,1710,641,748,1979,-2,1000,0,269,188.5
20210524063931,0,1976,160,267,160,267,538,323,538,323
20210524064030,481,0,641,748,214,321,1000,0,647,377
20210524064130,0,215,161,267,537,643,592,350,915,511
20210524064231,534,428,748,855,697,804,0,54,1129,618.5
20210524064330,0,588,160,267,911,1018,593,323.5,1290,699
20210524064431,533,802,747,854,1123,1176,0,54,1502,804.5
20210524064530,0,909,53,160,1178,1285,485,296.5,1610,832
20210524064630,534,1177,749,856,1500,1553,0,54,1879,993
20210524064731,0,1390,215,269,1659,1766,593,350.5,0,27
20210524064830,534,1549,748,854,1871,1978,0,54,108,108
20210524064930,0,1763,161,267,1999,-2,593,350.5,324,189
20210524065030,534,1923,748,855,107,214,0,54,486,296.5
20210524065131,0,0,161,268,268,375,592,349.5,699,403
20210524065230,534,162,748,854,482,589,0,53.5,860,483.5
20210524065330,0,375,215,322,644,751,593,350.5,1075,591.5
20210524065430,533,535,748,854,857,964,54,54,1235,671.5
20210524065530,0,749,214,267,1018,1125,593,350,1450,778.5
20210524065630,534,908,749,856,1230,1337,0,54,1607,857.5
20210524065730,0,1123,214,320,1391,1497,592,350,1822,965
20210524065830,534,1283,749,855,1605,1711,0,54,1983,0
20210524065930,0,1496,214,267,1765,1872,592,350,53,80.5
20210524070030,588,1656,749,855,1978,-2,53,80.5,215,161.5
20210524070130,0,1871,215,323,-1,105,594,351,431,269
20210524070230,588,2000,749,855,214,321,53,80.5,592,349.5
20210524070330,0,108,214,321,430,537,593,350,808,457.5
20210524070430,586,321,747,854,590,697,54,80.5,1022,538
20210524070530,0,482,215,321,803,910,592,349.5,1181,644.5
20210524070630,587,696,802,855,963,1070,54,81,1396,752
20210524070730,54,855,215,321,1177,1284,594,350.5,1556,831.5
20210524070830,642,1069,803,856,1338,1444,53,80.5,1769,938.5
20210524070930,53,1229,214,320,1551,1658,592,349.5,1929,1000
20210524071030,643,1442,803,856,1711,1817,54,80.5,0,54
20210524071131,107,1711,321,428,1999,-2,700,404,269,188.5
20210524071230,641,1817,802,908,-1,51,54,81,377,242.5
20210524071331,107,0,321,427,267,374,752,403,646,377
20210524071430,640,55,801,855,323,430,54,81,756,432
20210524071530,107,322,322,428,644,750,753,403.5,1022,565
20210524071631,695,536,909,963,804,911,161,134.5,1237,672
20210524071730,107,695,322,428,1016,1123,753,404,1396,751.5
20210524071831,694,909,909,961,1177,1283,161,134.5,1608,858.5
20210524071930,108,1070,322,428,1391,1497,753,403.5,1769,938.5
20210524072030,694,1283,908,998,1605,1658,162,135,1983,0
20210524072130,161,1497,322,428,1765,1871,753,430.5,54,53.5
20210524072230,695,1657,910,998,1979,-2,162,134.5,215,161.5
20210524072331,161,1871,375,428,-1,106,753,430.5,431,269.5
20210524072430,694,2000,908,998,215,322,215,134.5,593,350.5
20210524072530,161,108,376,483,376,483,753,430,807,457.5
20210524072630,749,267,909,998,590,696,215,161,967,537.5
20210524072730,161,483,375,481,750,857,752,430,1182,645
20210524072830,748,695,909,998,964,1071,216,162,1343,725
20210524072930,160,855,375,482,1177,1283,805,429.5,1553,830.5
20210524073030,747,1068,962,-2,1391,1444,216,162,1769,938.5
20210524073130,214,1229,375,481,1550,1657,805,456.5,1928,1000
20210524073230,747,1443,962,-2,1765,1872,270,161.5,0,54
20210524073330,214,1656,428,535,1925,1998,807,457.5,216,161.5
20210524073430,802,1815,962,-2,-1,106,270,189,378,242.5
20210524073530,213,2000,428,535,161,268,806,457,592,350
20210524073630,801,108,999,-2,376,483,269,188.5,809,458.5
20210524073730,214,268,428,535,589,696,805,456.5,967,537.5
20210524073830,801,481,999,-2,749,856,269,188.5,1181,644.5
20210524073930,214,641,428,534,963,1070,860,457,1342,724.5
20210524074030,802,856,999,-2,1124,1231,269,188,1555,831.5
20210524074130,267,1015,427,534,1337,1443,805,456.5,1715,911.5
20210524074230,854,1228,961,-2,1496,1603,269,188.5,1929,991.5
20210524074330,267,1388,428,535,1711,1818,807,457.5,0,26.5
20210524074430,854,1602,999,-2,1871,1977,269,188,161,134.5
20210524074531,321,1870,535,641,52,159,967,500,431,269.5
20210524074630,854,1977,999,-2,160,213,270,189,539,323
20210524074730,321,54,481,535,322,429,860,484,754,431
20210524074831,908,322,-1,106,644,697,378,242.5,1021,564.5
20210524074930,321,428,482,534,696,803,860,484,1129,591.5
20210524075031,909,695,-1,106,1017,1124,377,242,1395,751
20210524075130,321,802,482,535,1071,1177,860,484,1503,805.5
20210524075230,909,1069,-1,106,1391,1497,377,242.5,1769,938
20210524075330,374,1283,536,642,1551,1658,967,0,1983,1000
20210524075430,908,1444,-1,105,1766,1819,377,242.5,0,53.5
20210524075530,374,1604,535,641,1925,1998,966,0,215,134.5
20210524075630,908,1817,-1,106,-1,106,378,243,377,242
20210524075730,374,2000,535,641,160,266,966,0,592,323
20210524075830,908,54,-1,106,376,483,377,242,754,430.5
20210524075930,374,267,588,642,536,643,967,0,968,511
20210524080030,909,428,-1,106,751,857,378,242.5,1129,618.5
20210524080130,374,642,589,641,910,1016,966,0,1342,725
20210524080230,907,801,-1,106,1124,1231,378,243,1502,805
20210524080330,374,1015,534,641,1283,1390,965,0,1715,884.5
20210524080430,908,1176,-1,106,1497,1605,378,242.5,1876,991.5
20210524080530,374,1391,589,642,1660,1767,967,0,0,26.5
20210524080630,907,1548,-1,106,1870,1977,431,242,108,108
20210524080730,375,1764,590,697,1999,-2,969,0,324,215.5
20210524080830,909,1924,-1,106,107,214,431,242.5,485,296.5
20210524080930,374,0,588,695,269,376,967,0,700,404
20210524081030,962,161,-1,106,484,591,432,270,863,485.5
20210524081130,374,374,588,695,697,750,967,0,1076,592
20210524081230,960,589,-1,105,857,964,430,269,1289,671.5
20210524081330,373,748,588,695,1071,1178,1000,0,1450,779
20210524081430,1000,962,53,106,1231,1338,432,269.5,1663,885.5
20210524081530,427,1123,588,694,1444,1551,1000,0,1823,965.5
20210524081630,1000,1335,53,160,1604,1711,432,270,2000,0
20210524081731,481,1604,696,803,1926,1998,0,27,162,135
20210524081830,1000,1711,52,159,1979,-2,430,269,269,188.5
20210524081931,482,1978,696,802,161,267,0,27,539,323.5
20210524082030,1000,0,53,159,268,322,431,269.5,646,377
20210524082131,480,215,694,801,537,644,0,27,916,512
20210524082231,0,428,161,267,750,803,539,323.5,1128,618
20210524082330,481,535,587,694,803,909,1000,0,1235,644.5
20210524082431,0,803,160,267,1125,1178,539,323,1503,805
20210524082531,534,1015,748,801,1284,1391,0,54,1716,912
20210524082630,0,1177,160,267,1499,1605,538,323,1877,992
20210524082731,534,1389,748,801,1658,1765,0,54,0,27
20210524082830,0,1551,160,266,1872,1979,592,323,108,107.5
20210524082931,535,1764,750,803,1999,-2,0,54,323,215.5
20210524083030,0,1923,161,267,107,214,593,323.5,486,296.5
20210524083131,534,0,749,802,269,375,0,54,700,404
20210524083230,0,161,160,267,484,590,592,323,862,485
20210524083330,535,376,750,803,645,751,0,54,1076,592
20210524083430,0,536,160,267,858,965,593,323.5,1237,672.5
20210524083530,535,749,750,857,1018,1124,0,54,1450,779
20210524083630,0,907,161,268,1230,1337,593,350.5,1608,858
20210524083730,534,1121,748,855,1443,1496,0,53.5,1821,964.5
20210524083830,0,1336,160,267,1605,1712,593,350,2000,0
20210524083930,533,1496,748,854,1818,1925,0,54,54,80.5
20210524084030,0,1710,214,267,1978,-2,593,350.5,269,188.5
20210524084130,534,1872,748,855,53,159,54,54,431,269
20210524084230,0,0,160,267,215,321,592,349.5,645,349.5
20210524084330,534,108,749,856,430,537,0,54,808,458
20210524084430,0,322,161,267,590,696,591,349.5,1021,537.5
20210524084530,535,483,750,857,805,912,0,54,1183,645
20210524084630,0,695,215,269,964,1071,594,351,1397,725.5
20210524084730,534,856,749,856,1178,1285,0,54,1556,832
20210524084830,53,1069,214,321,1338,1445,592,350,1769,938.5
20210524084931,641,1335,854,961,1657,1764,161,107.5,2000,0
20210524085030,54,1442,214,321,1710,1817,592,350,0,54
20210524085131,642,1708,856,962,1999,-2,162,108,269,188.5
20210524085231,106,1922,321,428,107,160,700,404,485,296.5
20210524085330,642,0,856,963,268,374,162,135,646,377
20210524085430,53,54,214,321,377,430,592,350,755,431.5
20210524085530,642,321,855,962,642,749,161,134.5,1020,564
20210524085631,107,534,322,429,803,910,701,404.5,1236,672
20210524085730,641,696,856,962,1017,1124,161,108,1395,751.5
20210524085831,107,909,321,428,1231,1284,699,403.5,1609,858
20210524085930,694,1122,855,961,1390,1497,162,135,1823,938.5
20210524090030,107,1284,321,428,1606,1659,699,403.5,1984,0
20210524090130,641,1388,747,853,1656,1762,54,80.5,0,0
20210524090230,107,1657,321,428,1978,1998,699,403.5,216,161.5
20210524090330,695,1870,856,962,-1,106,162,134.5,431,242.5
20210524090430,108,2000,322,429,215,268,700,404,593,350.5
20210524090531,694,108,909,961,376,483,162,134.5,808,457.5
20210524090630,107,269,322,429,591,697,752,403,967,537.5
20210524090730,695,483,910,998,752,858,161,134.5,1183,645.5
20210524090830,161,642,322,429,965,1072,754,431,1343,725.5
20210524090930,695,856,909,998,1124,1231,162,135,1556,831.5
20210524091030,161,1070,322,429,1339,1446,755,431,1718,913
20210524091130,694,1229,909,998,1552,1605,162,135,1931,1000
20210524091230,160,1443,321,428,1712,1819,754,430.5,0,27
20210524091330,694,1603,909,998,1926,1979,162,134.5,161,134
20210524091430,161,1816,322,428,-1,51,753,430.5,376,242
20210524091530,694,1976,909,998,160,268,163,135,539,323.5
20210524091630,161,54,376,429,322,429,754,431,755,404.5
20210524091730,694,215,908,998,537,591,162,135,916,512
20210524091830,161,429,321,428,697,803,752,430,1128,591.5
20210524091930,694,588,909,998,911,963,161,134.5,1289,698.5
20210524092030,160,802,321,427,1070,1176,752,430,1502,778
20210524092130,748,962,908,998,1284,1391,162,135,1662,885
20210524092230,214,1175,374,481,1443,1550,753,430.5,1875,991.5
20210524092331,801,1443,999,-2,1764,1870,323,189,0,54
20210524092430,214,1550,375,482,1872,1980,754,430.5,108,108
20210524092530,800,1763,961,998,1999,-2,215,161.5,322,215.5
20210524092631,268,2000,482,589,214,321,860,484,593,350.5
20210524092730,801,0,961,-2,322,374,215,161.5,699,403.5
20210524092830,267,267,481,588,590,697,914,484,969,538.5
20210524092931,854,482,-1,52,805,857,323,215.5,1183,645
20210524093030,268,588,374,481,856,962,805,456.5,1288,671
20210524093131,855,855,-1,52,1178,1231,324,215.5,1555,831.5
20210524093230,268,963,375,482,1232,1339,807,457.5,1664,859
20210524093331,854,1229,-1,51,1498,1605,323,215,1930,1000
20210524093430,268,1389,482,589,1712,1819,915,484.5,0,26.5
20210524093531,854,1603,-1,-2,1872,1979,324,216,161,135
20210524093630,268,1764,482,589,-1,52,914,484,324,215.5
20210524093730,854,1977,-1,51,160,213,323,215.5,539,323.5
20210524093830,321,54,482,589,323,430,915,500,756,405
20210524093930,854,214,-1,52,536,643,323,215.5,915,511.5
20210524094030,321,428,482,588,697,804,913,500,1128,618
20210524094130,853,588,-1,52,910,1017,377,215,1288,698
20210524094230,321,803,536,589,1072,1179,914,500,1503,805.5
20210524094330,854,962,-1,52,1284,1391,377,215.5,1663,885
20210524094430,322,1177,536,589,1446,1552,914,500,1877,992.5
20210524094530,854,1337,-1,51,1659,1766,377,215.5,2000,0
20210524094630,321,1550,536,589,1819,1926,914,500,108,108
20210524094730,854,1708,-1,51,1999,-2,323,215,268,188
20210524094830,321,1923,535,642,53,160,914,500,485,296
20210524094930,906,0,-1,52,269,376,377,242.5,647,377.5
20210524095030,320,162,534,641,484,538,913,500,863,485.5
20210524095130,907,375,-1,51,644,750,376,242,1076,565
20210524095230,320,535,535,642,858,965,914,500,1237,672
20210524095330,907,748,-1,106,1017,1124,377,242.5,1448,777.5
20210524095430,373,907,534,641,1230,1336,965,0,1608,857.5
20210524095530,961,1121,-1,106,1443,1496,378,243,1821,964.5
20210524095631,428,1390,642,749,1711,1818,0,0,0,27
20210524095730,960,1495,-1,106,1763,1870,378,243,54,81
20210524095831,428,1763,642,749,-1,52,1000,0,324,216
20210524095930,962,1871,-1,52,-1,106,378,242.5,431,269.5
20210524100031,427,0,642,748,322,429,1000,0,699,403.5
